old_path	owning_area	recovery_url	git_blob	disposition	destination	review_flags
plans/done/BP53-background-transport-scale.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP53-background-transport-scale.md	7d072e0cee545714bf307d83ca0e9cf89f1751ac	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP53-measurement-provenance.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP53-measurement-provenance.md	e7be41c7c1e6de49373fec313335f072686f2d6d	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP54-fresh-confirmation-sources.md	data	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP54-fresh-confirmation-sources.md	3f276462f80ea983b5b5839a49ef82cc4fa8a905	extracted; superseded by area documents	docs/areas/data.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP54-source-shortlist.md	data	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP54-source-shortlist.md	312583b20a9708dc58b5b21cd5a941069e6899ab	extracted; superseded by area documents	docs/areas/data.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP55-timing-boundaries.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP55-timing-boundaries.md	4a5674c1eefa4cefa7833c123d2fdbe7d4cce7ab	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP56-background-effort-report.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP56-background-effort-report.md	833053e8c62cea00e86cd1d1e1683317517f6181	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP56-background-encoder-effort.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP56-background-encoder-effort.md	a67e0b86e0b6634b84d883834572df4936891c4e	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP57-acquisition-report.md	data	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP57-acquisition-report.md	bce9097a97d8da9e29902504c46b396aab9b0fa1	extracted; superseded by area documents	docs/areas/data.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP57-confirmation-acquisition-pilot.md	data	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP57-confirmation-acquisition-pilot.md	815c7da9bcdd47ce426eac10adbc2d8b50765046	extracted; superseded by area documents	docs/areas/data.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP6-related-work.md	paper	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP6-related-work.md	c4d7cca7d8d5c2cf4760f81939c279df7123bb52	extracted; superseded by area documents	docs/areas/paper.md	done directory is NOT proof of completion
plans/done/BP7-merge-and-align.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP7-merge-and-align.md	72af6f68afe109e4ddc57e1ce77a5454bdaccaf8	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/BP8-appearance-conditioning.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP8-appearance-conditioning.md	fbdcc2a9e1d4f77390f42ce0995d8bdf1138b62b	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/BP9-probe-harness.md	generation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP9-probe-harness.md	4075bf5e76f8e3391b48e1749ade37c53ba162fb	extracted; superseded by area documents	docs/areas/generation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/C1-reconstruction-residual.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/C1-reconstruction-residual.md	60d5bdf817cad1de89b747acc2dcccfec9e78226	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/C2-encoder-pipeline.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/C2-encoder-pipeline.md	220254434e4b0ee415774010dc04022e990dec04	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/C3-runner.md	codec	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/C3-runner.md	7a1c4d8e6f38792ce59c89319a49b7bfe2b9c294	extracted; superseded by area documents	docs/areas/codec.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/D-cleanups.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/D-cleanups.md	796a3032516d021fa3cdca06e8df8952ff851c82	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/D-paper-handoff-antigravity.md	paper	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/D-paper-handoff-antigravity.md	023a48fb298cd318a143516c24b0c17b411a7ae1	extracted; superseded by area documents	docs/areas/paper.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/FORK-bp31.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/FORK-bp31.md	90b98b03a377d9ead9ce0290566216b5dcc830c1	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/HANDOFF-BP51-confirmation-split.md	data	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/HANDOFF-BP51-confirmation-split.md	3734dc7c44bd6095ace2f0cebd8dd036165ec46f	extracted; superseded by area documents	docs/areas/data.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/HANDOFF-BP52-background-crf-search.md	evaluation	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/HANDOFF-BP52-background-crf-search.md	169a73cd91a3770a38aec8e2bc55d38a8688c345	extracted; superseded by area documents	docs/areas/evaluation.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/HANDOFF-BP53-BP54.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/HANDOFF-BP53-BP54.md	c94ae7ad7c14ef3195e879ef62ac13bcccd88949	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	done directory is NOT proof of completion
plans/done/P1-paper-catchup.md	paper	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/P1-paper-catchup.md	f57969a71dce511578f9ff7eb8123bfde562f6ff	extracted; superseded by area documents	docs/areas/paper.md; historical body via recovery URL	done directory is NOT proof of completion
plans/done/README.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/README.md	090bd3e81c3b5736486bae7b467c1442005c1ac7	extracted; superseded by area documents	docs/areas/infrastructure.md; historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/RESEARCH-HISTORY.md	all	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/RESEARCH-HISTORY.md	5407152a206a202206f7f86acfa0f69f44dae86f	extracted; superseded by area documents	all area docs (sections 3-8 included) + findings index; full historical body via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/WAVE-2026-08-24.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/WAVE-2026-08-24.md	a44b3c4db4f33222bd108cd425994f6c5e80131a	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/WAVE-2026-08-25.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/WAVE-2026-08-25.md	7f5ebfd0f3a7ae184ef27f34b2bae05aed236012	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/WAVE-2026-08-26.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/WAVE-2026-08-26.md	4027bf0e98891246e89187cd6f9566be037e7e5d	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/wave3-report.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/wave3-report.md	a046d2c754d07d83f972c058119a5fa3215a0291	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	done directory is NOT proof of completion
plans/done/wave5-antigravity-report.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/wave5-antigravity-report.md	eab36ab0de7a28541355e703db3683c1d0966005	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/wave5-cursor-report.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/wave5-cursor-report.md	7d9aa987abb335267509f0d237234ce89b3dd40c	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/done/wave5-report.md	multiple	https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/wave5-report.md	922ebdf77a2c0098850787299e74c5ac32be8a1b	extracted; superseded by area documents	owning area docs for each delivered/open item + findings index; full history via recovery URL	contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion
plans/DOCUMENTATION-OVERHAUL.md	infrastructure	https://github.com/emanuele-artioli/PointStream/blob/91e2077b501723ad108d7cb21afa03e3d9ee0cb8/plans/DOCUMENTATION-OVERHAUL.md	91e2077b50	implemented; superseded by docs/ overhaul	docs/ areas and history	PR #73 migration brief
