"path"	"area"	"action"	"destination"	"lines"	"git_blob_at_base"	"working_sha256"	"recovery_url"	"review_flags"
"plans/done/BP31-findings.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"636"	"1fd368602ca20ea31a00eb3e3c36324d6ec6ffc7"	"e66afb79c286d25d33539d5ed3387d7e6c12c475696f8165ed870ac004cbcf16"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP31-findings.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP31-paired-ladder-across-scenes.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"144"	"1c7350144036aff459c530098a01f2978d922e9a"	"f74956f093fe2ccbc000237229df5ea6d5e4e54934f9053e23c90edea5308dde"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP31-paired-ladder-across-scenes.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP32-rate-budget.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"233"	"2af111e4bee328fc3cb20f638393f800ec190675"	"ad535959b4f1cae098104bbfa83bf6bb96c69602176e7658a9b91620214c3bf5"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP32-rate-budget.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP33-span-amortisation.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"281"	"784aa6329397a2d57ffd79e0c2d3a5452252495d"	"c5c8c879f50a6f1f8018077107dd67cafddf4e214bd80a227126e3b71eba9c0e"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP33-span-amortisation.md"	"done directory is NOT proof of completion"
"plans/done/BP35-perceptual-bdrate.md"	"evaluation"	"extract-retire"	"docs/areas/evaluation.md; historical body via recovery URL"	"145"	"8a3ae710f2721d9c0322a876ba644def1a126fe5"	"c0b54bcd1b5db40b4bbfda12a68595b05003866a909b9a7dcbebbcb6b8e04e88"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP35-perceptual-bdrate.md"	"done directory is NOT proof of completion"
"plans/done/BP38-paper-infrastructure.md"	"paper"	"extract-retire"	"docs/areas/paper.md; historical body via recovery URL"	"163"	"0301e0fe2376e468a7589d22cc35afcde8797ab0"	"caaa84cf91b27283e0f4a1b516cced6202964b552f14ce74c5d4877fb9f31b50"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP38-paper-infrastructure.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP39-all-off-corner.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"85"	"77048af0dcdf126ba58d359caef5449e7591ba83"	"4032ed61dc1e6a36ae8ac588a63285204a918bf16957430a5f1a8d45f61c9387"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP39-all-off-corner.md"	"done directory is NOT proof of completion"
"plans/done/BP4-flagship-candidates.md"	"generation"	"extract-retire"	"docs/areas/generation.md; historical body via recovery URL"	"86"	"d7c7601c9f09f4ce31351d34ce8dbe855b0e6120"	"8103c804967cdcfa29a0aa15a4999477d29f2ca968b1c543d4a8d35743aad246"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP4-flagship-candidates.md"	"done directory is NOT proof of completion"
"plans/done/BP40-background-honesty.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"139"	"80c9d74baafef70bd32237e950162b28efba15aa"	"a5c5c56ce705328dda6a88392e5d6578a103fa46cf19efd60004acc3193d678c"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP40-background-honesty.md"	"done directory is NOT proof of completion"
"plans/done/BP43-background-representation.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"213"	"7b3a40e1ab11743c6ba4de61d8c5346c6d3fa3f1"	"68d1540eecb41c1a72aee1b3e96e20f6cf80ea11b33e2ff9cf1f81812e3fabad"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP43-background-representation.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP44-canonical-background-canvas.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"225"	"36e4a75d182aa1aee6d5fc9cb2fa212e69286b70"	"3eef5e28e89f4b75949b88050f74543d7751092b536185b15cf393e3289f9c21"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP44-canonical-background-canvas.md"	"done directory is NOT proof of completion"
"plans/done/BP45-m1-report.md"	"evaluation"	"extract-retire"	"docs/areas/evaluation.md; historical body via recovery URL"	"164"	"af733e0882c76279e21f2c53dfdb1720811c11c7"	"ef247b8f3e1a318adb385f69b55a94c4e3df6becc06ddba1430d3c8c2bd8a7e7"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP45-m1-report.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP45-ultra-low-rate-search.md"	"evaluation"	"extract-retire"	"docs/areas/evaluation.md; historical body via recovery URL"	"202"	"b39a8e9ad63c38059dfedd7b4a9266f445fab190"	"e8794c0b18233c4e9e99c73cb7fa1c34ca6119a37af5c0b5c31458a8dd5f9957"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP45-ultra-low-rate-search.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP47-e1-preflight.md"	"evaluation"	"extract-retire"	"docs/areas/evaluation.md; historical body via recovery URL"	"102"	"c61adfa3c9050ec1af8100a470b1100e8289cde7"	"96829075f74557cfdb9e0b91409e98eb356750d475548300cbf96c3f2c57748d"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP47-e1-preflight.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP47-integration.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"78"	"262ece90c4b838cb8576dd69b053e8c15f52068a"	"e4edec6935185cd50d0f60a4bb279569d0e325f15ba62787679398e7f31aa79f"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP47-integration.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP48-recovery-validation.md"	"infrastructure"	"extract-retire"	"docs/areas/infrastructure.md; historical body via recovery URL"	"113"	"35f5237a83bb5f2032089c5de336f7bb92dceafd"	"6646edf7055a5ea465c54de62f80ba7eb146e89430fdde7b6772a72b5efbab38"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP48-recovery-validation.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP49-native-reference-pilot.md"	"evaluation"	"extract-retire"	"docs/areas/evaluation.md; historical body via recovery URL"	"172"	"556795c48848c383a38dce8ebdace3252e23c5b8"	"52296d49926e6a5102e470fb7b09b949a3542be6b44b53f3c17d5c30b7a8cf97"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP49-native-reference-pilot.md"	"done directory is NOT proof of completion"
"plans/done/BP5-roster-decision.md"	"generation"	"extract-retire"	"docs/areas/generation.md; historical body via recovery URL"	"119"	"7e316b655c8358592ea28158e86366f3d295f1a0"	"46ca26680bf8b47daca9327b66c0928bd6e678e6742b6689285666df284ecb13"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP5-roster-decision.md"	"done directory is NOT proof of completion"
"plans/done/BP50-handoff-cleanup.md"	"infrastructure"	"extract-retire"	"docs/areas/infrastructure.md; historical body via recovery URL"	"64"	"905abc8972a31587acf038e5b1d725a0a352ca40"	"e951b8fd4f856629ef880613f3e7be3505204e99aa07524b1279a820cbce56a5"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP50-handoff-cleanup.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP51-BP52-integration.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"46"	"b1d75adfcc5f693013d0e5331721be12c2ad53cb"	"d68c55208e699e5228907ece32f16320bdec7507ce35efd0c7d24969099da8b0"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP51-BP52-integration.md"	"done directory is NOT proof of completion"
"plans/done/BP51-confirmation-audit.md"	"data"	"extract-retire"	"docs/areas/data.md; historical body via recovery URL"	"177"	"464f28156a0438c95f44a85410eeb2d630a517f8"	"ffebfc2ddc305d9e4b7168fdfccc1ffd378b9af4d302d58bb6ec1ea2b349c784"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP51-confirmation-audit.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP52-background-crf-search.md"	"evaluation"	"extract-retire"	"docs/areas/evaluation.md; historical body via recovery URL"	"336"	"614cecf4405c0c0f97811775d6f9b5eda3ef1a64"	"a233b5b615db34d37419c265cdc7d14c658e218b24168216ed53d7d864289d56"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP52-background-crf-search.md"	"done directory is NOT proof of completion"
"plans/done/BP53-BP54-integration.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"52"	"ef0c27de90cf469545cea47aea0521cd9613df81"	"d6dcf90016760405a5e8cc512e556327bf1e2a67c272271b499b8107ea52d188"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP53-BP54-integration.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP53-background-scale-report.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"216"	"0093320ad0e38529c4bc65a5ce8d9fd4c8977e68"	"4918241d4a8e6960121e7bc71b2cb162e8b5bb31fe794a2b845fc476ba8a1693"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP53-background-scale-report.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP53-background-transport-scale.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"111"	"7d072e0cee545714bf307d83ca0e9cf89f1751ac"	"f908fb85cf6a1bbe5d4979d6f353c1e8702c2c89467a20701f21a82373292ec2"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP53-background-transport-scale.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP53-measurement-provenance.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"54"	"e7be41c7c1e6de49373fec313335f072686f2d6d"	"2f04f532374ac1a78713c59a4df71958a261ee598e0c59b9c1cadc22a3c2dfe3"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP53-measurement-provenance.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP54-fresh-confirmation-sources.md"	"data"	"extract-retire"	"docs/areas/data.md; historical body via recovery URL"	"42"	"3f276462f80ea983b5b5839a49ef82cc4fa8a905"	"8d3328c04684ad4f9f208d47bd144270d77299ef25a73026008bdd096161a1f9"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP54-fresh-confirmation-sources.md"	"done directory is NOT proof of completion"
"plans/done/BP54-source-shortlist.md"	"data"	"extract-retire"	"docs/areas/data.md; historical body via recovery URL"	"199"	"312583b20a9708dc58b5b21cd5a941069e6899ab"	"f064eb5cff2ed0a34dd63da9a86d02eae13a1957c1e6652742700419b5c8b5df"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP54-source-shortlist.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP55-timing-boundaries.md"	"evaluation"	"extract-retire"	"docs/areas/evaluation.md; historical body via recovery URL"	"36"	"4a5674c1eefa4cefa7833c123d2fdbe7d4cce7ab"	"c90c2113dc00e67b8251f8bdd8c293a62c817fdd7e6fcf8d143086b3b8db7083"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP55-timing-boundaries.md"	"done directory is NOT proof of completion"
"plans/done/BP56-background-effort-report.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"242"	"833053e8c62cea00e86cd1d1e1683317517f6181"	"f7b7d044a2261e3432618e125ebdaa90965ca64a5da0f40c80242e0638a6d8dd"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP56-background-effort-report.md"	"done directory is NOT proof of completion"
"plans/done/BP56-background-encoder-effort.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"89"	"a67e0b86e0b6634b84d883834572df4936891c4e"	"b644b3b3b3dddba4d85e1838cd7737eed370d7e3f34dbdd58fcf9a41da87e0aa"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP56-background-encoder-effort.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP57-acquisition-report.md"	"data"	"extract-retire"	"docs/areas/data.md; historical body via recovery URL"	"200"	"bce9097a97d8da9e29902504c46b396aab9b0fa1"	"49b55892873386786b690fc2866c092273cc583cb1f9cc6f66510de8f088c8e0"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP57-acquisition-report.md"	"done directory is NOT proof of completion"
"plans/done/BP57-confirmation-acquisition-pilot.md"	"data"	"extract-retire"	"docs/areas/data.md; historical body via recovery URL"	"57"	"815c7da9bcdd47ce426eac10adbc2d8b50765046"	"b582eae9327e9950f9c3b8d89ccb47492ba80b655bb1ef3b0f240de4b8bb309c"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP57-confirmation-acquisition-pilot.md"	"done directory is NOT proof of completion"
"plans/done/BP6-related-work.md"	"paper"	"extract-retire"	"docs/areas/paper.md"	"136"	"c4d7cca7d8d5c2cf4760f81939c279df7123bb52"	"598129bff40311ecb6bc9c647965867a571061119387dfdcc0934bc54eec380a"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP6-related-work.md"	"done directory is NOT proof of completion"
"plans/done/BP7-merge-and-align.md"	"infrastructure"	"extract-retire"	"docs/areas/infrastructure.md; historical body via recovery URL"	"93"	"72af6f68afe109e4ddc57e1ce77a5454bdaccaf8"	"3ffb529cb114a3225ff8f12e5b1e6a43eddb7a95853aee39d34f31130338039b"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP7-merge-and-align.md"	"done directory is NOT proof of completion"
"plans/done/BP8-appearance-conditioning.md"	"generation"	"extract-retire"	"docs/areas/generation.md; historical body via recovery URL"	"122"	"fbdcc2a9e1d4f77390f42ce0995d8bdf1138b62b"	"4d6b382e419b9a16f0d4882e7199eb6db1e800110fbf67ffe744638d36cb7f42"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP8-appearance-conditioning.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/BP9-probe-harness.md"	"generation"	"extract-retire"	"docs/areas/generation.md; historical body via recovery URL"	"61"	"4075bf5e76f8e3391b48e1749ade37c53ba162fb"	"c9796679cb30e68efb766b9802dead1ae874d2b17cd6c68f14fe7425c703c16b"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/BP9-probe-harness.md"	"done directory is NOT proof of completion"
"plans/done/C1-reconstruction-residual.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"71"	"60d5bdf817cad1de89b747acc2dcccfec9e78226"	"825ba95452eeb083379b430901431eb8ec4fbfeff9d90b2c5cebd4e03f600d4f"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/C1-reconstruction-residual.md"	"done directory is NOT proof of completion"
"plans/done/C2-encoder-pipeline.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"54"	"220254434e4b0ee415774010dc04022e990dec04"	"e34d877224eed67b006f33ab682b49988fdca5bb0e71b0d5bec0f2ab5d4ff04a"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/C2-encoder-pipeline.md"	"done directory is NOT proof of completion"
"plans/done/C3-runner.md"	"codec"	"extract-retire"	"docs/areas/codec.md; historical body via recovery URL"	"132"	"7a1c4d8e6f38792ce59c89319a49b7bfe2b9c294"	"0cc3bf771718860b5201f89f06c6d7f39551d8bfc874a087b4c4812e8fa17960"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/C3-runner.md"	"done directory is NOT proof of completion"
"plans/done/D-cleanups.md"	"infrastructure"	"extract-retire"	"docs/areas/infrastructure.md; historical body via recovery URL"	"64"	"796a3032516d021fa3cdca06e8df8952ff851c82"	"03e91587329b7e44aeaeea2329da7318aad9a8b7ec672ba46c0bb9ef4ecea981"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/D-cleanups.md"	"done directory is NOT proof of completion"
"plans/done/D-paper-handoff-antigravity.md"	"paper"	"extract-retire"	"docs/areas/paper.md; historical body via recovery URL"	"84"	"023a48fb298cd318a143516c24b0c17b411a7ae1"	"5a20c3e926eeb3c5256e26720364a3e8c771bffcc4713583577db418d1a6ad47"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/D-paper-handoff-antigravity.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/FORK-bp31.md"	"infrastructure"	"extract-retire"	"docs/areas/infrastructure.md; historical body via recovery URL"	"184"	"90b98b03a377d9ead9ce0290566216b5dcc830c1"	"5c8755962ee5cbaffc5abd9b5416becf523fc5e5c5bf721db2c0ae46d96dea21"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/FORK-bp31.md"	"done directory is NOT proof of completion"
"plans/done/HANDOFF-BP51-confirmation-split.md"	"data"	"extract-retire"	"docs/areas/data.md; historical body via recovery URL"	"72"	"3734dc7c44bd6095ace2f0cebd8dd036165ec46f"	"70eec814524a51fd38703e4b440c2d08d652e3242b4267e8934ba4f576ac6ecd"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/HANDOFF-BP51-confirmation-split.md"	"done directory is NOT proof of completion"
"plans/done/HANDOFF-BP52-background-crf-search.md"	"evaluation"	"extract-retire"	"docs/areas/evaluation.md; historical body via recovery URL"	"116"	"169a73cd91a3770a38aec8e2bc55d38a8688c345"	"239c3b9d33c32a48fd30b71f03b3762405251b597120656c509b017747d165c4"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/HANDOFF-BP52-background-crf-search.md"	"done directory is NOT proof of completion"
"plans/done/HANDOFF-BP53-BP54.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"53"	"c94ae7ad7c14ef3195e879ef62ac13bcccd88949"	"b43e6edb75a4506ee0a1a783bf6e068b8e3d537ecaf78c2243ed52c3f5b8db8b"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/HANDOFF-BP53-BP54.md"	"done directory is NOT proof of completion"
"plans/done/P1-paper-catchup.md"	"paper"	"extract-retire"	"docs/areas/paper.md; historical body via recovery URL"	"92"	"f57969a71dce511578f9ff7eb8123bfde562f6ff"	"a6ce8d6b1725f4ab919f7efab6a157b43957e640a9a9c1fcf0f69f8d6989684f"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/P1-paper-catchup.md"	"done directory is NOT proof of completion"
"plans/done/README.md"	"infrastructure"	"extract-retire"	"docs/areas/infrastructure.md; historical body via recovery URL"	"51"	"090bd3e81c3b5736486bae7b467c1442005c1ac7"	"492b32c5f91b1347dbef95fd40fd83214a687823da008fe12845dd0191971ce9"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/README.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/RESEARCH-HISTORY.md"	"all"	"extract-retire"	"all area docs (sections 3-8 included) + findings index; full historical body via recovery URL"	"1824"	"5407152a206a202206f7f86acfa0f69f44dae86f"	"6e4b75b7523c6d88a780bc74a0eeed8c629cb0d2391196fd921d5e853d89945d"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/RESEARCH-HISTORY.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/WAVE-2026-08-24.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"102"	"a44b3c4db4f33222bd108cd425994f6c5e80131a"	"7ea26611d0cb2dc90c123bbe6abdc9a0edc6429e46cd440d78eede254ba9e6e4"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/WAVE-2026-08-24.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/WAVE-2026-08-25.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"78"	"7f5ebfd0f3a7ae184ef27f34b2bae05aed236012"	"22455a0256de2c3dd8ea7192bc5e1a0e35f3935d80598248596d7342334b0a94"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/WAVE-2026-08-25.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/WAVE-2026-08-26.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"77"	"4027bf0e98891246e89187cd6f9566be037e7e5d"	"7257d8c20f912457577b049b2e87a7a53bfeec7d2851061ffcc0e405a4642d51"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/WAVE-2026-08-26.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/wave3-report.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"230"	"a046d2c754d07d83f972c058119a5fa3215a0291"	"564be4322b637a61a58d9b7b52a3ec1be1929e689584d08843eb00a396eb9dc7"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/wave3-report.md"	"done directory is NOT proof of completion"
"plans/done/wave5-antigravity-report.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"70"	"eab36ab0de7a28541355e703db3683c1d0966005"	"2ecb6116957fd0363c56005959b5174c94ff3d29655fb383e8dbc0918453d00e"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/wave5-antigravity-report.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/wave5-cursor-report.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"464"	"7d9aa987abb335267509f0d237234ce89b3dd40c"	"2dfecf4116ef524dacb177510934ed75dfa5860ca1a051f059cd56486db5c119"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/wave5-cursor-report.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
"plans/done/wave5-report.md"	"multiple"	"extract-retire"	"owning area docs for each delivered/open item + findings index; full history via recovery URL"	"107"	"922ebdf77a2c0098850787299e74c5ac32be8a1b"	"363146b55a2a0725b577e7efbe614809412321771c212d2036c48d26e4a5b339"	"https://github.com/emanuele-artioli/PointStream/blob/bc09184d8707529f924a41d0dccc2b6f20e88d3e/plans/done/wave5-report.md"	"contains status/validity/open-work text; adjudicate before retirement; done directory is NOT proof of completion"
